,index,id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,Year
342,1337,43873,118,Mozambique,MOZ,10,11,3,CAF,1994-04-19,1994
343,1338,43862,119,Guinea-Bissau,GNB,10,10,2,CAF,1994-04-19,1994
344,1339,43944,120,Faroe Islands,FRO,9,10,2,UEFA,1994-04-19,1994
345,1340,1882218,121,Antigua and Barbuda,ATG,9,9,1,CONCACAF,1994-04-19,1994
346,1341,43809,122,Bangladesh,BAN,9,10,3,AFC,1994-04-19,1994
347,1342,43887,123,Togo,TOG,9,9,1,CAF,1994-04-19,1994
348,1343,43844,124,Angola,ANG,9,9,0,CAF,1994-04-19,1994
349,1344,43884,125,Sudan,SDN,8,9,4,CAF,1994-04-19,1994
350,1345,43830,126,Nepal,NEP,8,8,1,AFC,1994-04-19,1994
351,1346,43859,109,Gambia,GAM,12,12,1,CAF,1994-04-19,1994
352,1347,43816,108,Indonesia,IDN,12,12,0,AFC,1994-04-19,1994
353,1348,43951,43,Iceland,ISL,35,36,0,UEFA,1994-04-19,1994
354,1349,43848,106,Burundi,BDI,12,12,1,CAF,1994-04-19,1994
355,1350,43820,89,Jordan,JOR,17,17,1,AFC,1994-04-19,1994
356,1351,43973,90,Ukraine,UKR,16,16,0,UEFA,1994-04-19,1994
357,1352,43842,91,Yemen,YEM,16,16,0,AFC,1994-04-19,1994
358,1353,43883,92,South Africa,RSA,16,16,0,CAF,1994-04-19,1994
359,1354,43931,93,Venezuela,VEN,16,16,1,CONMEBOL,1994-04-19,1994
360,1355,43932,94,Albania,ALB,15,15,1,UEFA,1994-04-19,1994
361,1356,43920,95,Trinidad and Tobago,TRI,15,16,2,CONCACAF,1994-04-19,1994
362,1357,43889,96,Uganda,UGA,14,15,0,CAF,1994-04-19,1994
363,1358,43814,97,Hong Kong,HKG,14,14,2,AFC,1994-04-19,1994
364,1359,43886,98,Tanzania,TAN,14,14,2,CAF,1994-04-19,1994
365,1360,43896,99,Barbados,BRB,14,14,2,CONCACAF,1994-04-19,1994
366,1361,43885,100,Swaziland,SWZ,13,13,2,CAF,1994-04-19,1994
367,1362,43847,101,Burkina Faso,BFA,13,13,3,CAF,1994-04-19,1994
368,1363,43815,102,India,IND,13,13,1,AFC,1994-04-19,1994
369,1364,43938,103,Croatia,CRO,13,8,22,UEFA,1994-04-19,1994
370,1365,43867,103,Madagascar,MAD,13,13,2,CAF,1994-04-19,1994
371,1366,43915,105,Puerto Rico,PUR,12,15,8,CONCACAF,1994-04-19,1994
372,1367,43837,127,Sri Lanka,SRI,8,8,2,AFC,1994-04-19,1994
373,1368,43853,107,Congo,CGO,12,12,1,CAF,1994-04-19,1994
374,1369,43966,129,San Marino,SMR,8,8,3,UEFA,1994-04-19,1994
375,1370,43914,130,Panama,PAN,7,7,1,CONCACAF,1994-04-19,1994
376,1371,43903,153,Dominican Republic,DOM,1,1,0,CONCACAF,1994-04-19,1994
377,1372,43866,154,Libya,LBY,1,1,0,CAF,1994-04-19,1994
378,1373,43913,155,Nicaragua,NCA,1,1,0,CONCACAF,1994-04-19,1994
379,1374,43947,156,Georgia,GEO,0,0,0,UEFA,1994-04-19,1994
380,1375,43874,157,Namibia,NAM,0,0,0,CAF,1994-04-19,1994
381,1376,43851,158,Central African Republic,CTA,0,0,0,CAF,1994-04-19,1994
382,1377,43880,158,Seychelles,SEY,0,0,0,CAF,1994-04-19,1994
383,1378,43956,160,Liechtenstein,LIE,0,0,0,UEFA,1994-04-19,1994
384,1379,43813,161,Chinese Taipei,TPE,0,0,1,AFC,1994-04-19,1994
385,1380,43902,162,Cuba,CUB,0,0,1,CONCACAF,1994-04-19,1994
386,1381,43856,163,Equatorial Guinea,EQG,0,0,0,CAF,1994-04-19,1994
387,1382,43833,164,Philippines,PHI,0,0,0,AFC,1994-04-19,1994
388,1383,43982,165,Vanuatu,VAN,0,0,0,OFC,1994-04-19,1994
389,1384,43894,166,Aruba,ARU,0,0,0,CONCACAF,1994-04-19,1994
390,1385,43852,167,Chad,CHA,0,0,0,CAF,1994-04-19,1994
391,1386,43916,167,St. Kitts and Nevis,SKN,0,0,0,CONCACAF,1994-04-19,1994
392,1387,43826,167,Macau,MAC,0,0,0,AFC,1994-04-19,1994
393,1388,43810,152,Brunei Darussalam,BRU,2,2,0,AFC,1994-04-19,1994
394,1389,43906,128,Guatemala,GUA,8,8,0,CONCACAF,1994-04-19,1994
395,1390,43980,151,Solomon Islands,SOL,2,2,0,OFC,1994-04-19,1994
396,1391,43850,149,Cabo Verde,CPV,2,2,0,CAF,1994-04-19,1994
397,1392,43905,131,Grenada,GRN,7,7,1,CONCACAF,1994-04-19,1994
398,1393,43918,132,St. Vincent / Grenadines,VIN,7,7,1,CONCACAF,1994-04-19,1994
399,1394,43865,133,Liberia,LBR,7,8,3,CAF,1994-04-19,1994
400,1395,43845,135,Benin,BEN,6,6,1,CAF,1994-04-19,1994
401,1396,43908,136,Haiti,HAI,5,3,11,CONCACAF,1994-04-19,1994
402,1397,43871,137,Mauritius,MRI,5,7,2,CAF,1994-04-19,1994
403,1398,43841,138,Vietnam,VIE,5,5,1,AFC,1994-04-19,1994
404,1399,43900,139,Cayman Islands,CAY,4,4,1,CONCACAF,1994-04-19,1994
405,1400,43864,140,Lesotho,LES,4,5,1,CAF,1994-04-19,1994
406,1401,43937,141,Belarus,BLR,4,4,1,UEFA,1994-04-19,1994
407,1402,43917,142,St. Lucia,LCA,4,4,1,CONCACAF,1994-04-19,1994
408,1403,43907,143,Guyana,GUY,4,5,5,CONCACAF,1994-04-19,1994
409,1404,43832,144,Pakistan,PAK,4,4,1,AFC,1994-04-19,1994
410,1405,43981,145,Tahiti,TAH,4,4,1,OFC,1994-04-19,1994
411,1406,43846,146,Botswana,BOT,3,3,1,CAF,1994-04-19,1994
412,1407,43870,147,Mauritania,MTN,3,3,1,CAF,1994-04-19,1994
413,1408,43824,148,Laos,LAO,2,2,0,AFC,1994-04-19,1994
414,1409,43828,149,Maldives,MDV,2,2,1,AFC,1994-04-19,1994
415,1410,43955,88,Latvia,LVA,17,17,1,UEFA,1994-04-19,1994
416,1411,43957,87,Lithuania,LTU,18,19,1,UEFA,1994-04-19,1994
417,1412,43898,86,Bermuda,BER,18,19,1,CONCACAF,1994-04-19,1994
418,1413,43854,21,Côte d'Ivoire,CIV,48,44,7,CAF,1994-04-19,1994
419,1414,43926,20,Colombia,COL,49,49,0,CONMEBOL,1994-04-19,1994
420,1415,43891,19,Zambia,ZAM,50,45,3,CAF,1994-04-19,1994
421,1416,43930,17,Uruguay,URU,51,51,0,CONMEBOL,1994-04-19,1994
422,1417,43953,17,Republic of Ireland,IRL,51,53,4,UEFA,1994-04-19,1994
423,1418,43942,16,England,ENG,51,54,4,UEFA,1994-04-19,1994
424,1419,43946,15,France,FRA,51,52,0,UEFA,1994-04-19,1994
425,1420,43911,13,Mexico,MEX,52,52,1,CONCACAF,1994-04-19,1994
426,1421,43954,13,Italy,ITA,52,54,2,UEFA,1994-04-19,1994
427,1422,43965,12,Russia,RUS,52,52,4,UEFA,1994-04-19,1994
428,1423,43964,11,Romania,ROU,53,54,1,UEFA,1994-04-19,1994
429,1424,43922,10,Argentina,ARG,54,55,2,CONMEBOL,1994-04-19,1994
430,1425,43970,9,Sweden,SWE,55,55,2,UEFA,1994-04-19,1994
431,1426,43960,8,Netherlands,NED,55,55,1,UEFA,1994-04-19,1994
432,1427,43969,7,Spain,ESP,55,56,1,UEFA,1994-04-19,1994
433,1428,43941,6,Denmark,DEN,56,57,2,UEFA,1994-04-19,1994
434,1429,43876,5,Nigeria,NGA,56,50,13,CAF,1994-04-19,1994
435,1430,43963,22,Portugal,POR,48,49,3,UEFA,1994-04-19,1994
436,1431,43971,4,Switzerland,SUI,56,56,1,UEFA,1994-04-19,1994
437,1432,43921,23,USA,USA,46,47,2,CONCACAF,1994-04-19,1994
438,1433,43936,25,Bulgaria,BUL,45,45,2,UEFA,1994-04-19,1994
439,1434,43892,41,Zimbabwe,ZIM,36,36,0,CAF,1994-04-19,1994
440,1435,43976,44,Australia,AUS,35,35,1,AFC,1994-04-19,1994
441,1436,43822,40,Korea Republic,KOR,36,36,0,AFC,1994-04-19,1994
442,1437,43945,39,Finland,FIN,37,37,1,UEFA,1994-04-19,1994
443,1438,43843,38,Algeria,ALG,37,38,1,CAF,1994-04-19,1994
444,1439,43949,37,Greece,GRE,38,40,3,UEFA,1994-04-19,1994
445,1440,43934,36,Austria,AUT,39,40,1,UEFA,1994-04-19,1994
446,1441,43952,35,Northern Ireland,NIR,39,36,7,UEFA,1994-04-19,1994
447,1442,43835,34,Saudi Arabia,KSA,39,39,2,AFC,1994-04-19,1994
448,1443,43935,33,Belgium,BEL,40,41,0,UEFA,1994-04-19,1994
449,1444,43974,32,Wales,WAL,41,44,5,UEFA,1994-04-19,1994
450,1445,43967,31,Scotland,SCO,42,42,1,UEFA,1994-04-19,1994
451,1446,43888,30,Tunisia,TUN,43,41,2,CAF,1994-04-19,1994
452,1447,43860,29,Ghana,GHA,44,41,2,CAF,1994-04-19,1994
453,1448,43962,28,Poland,POL,44,45,4,UEFA,1994-04-19,1994
454,1449,43849,27,Cameroon,CMR,44,44,1,CAF,1994-04-19,1994
455,1450,43872,26,Morocco,MAR,44,44,3,CAF,1994-04-19,1994
456,1451,43855,24,Egypt,EGY,45,44,1,CAF,1994-04-19,1994
457,1452,43961,3,Norway,NOR,57,58,0,UEFA,1994-04-19,1994
458,1453,43948,2,Germany,GER,59,59,1,UEFA,1994-04-19,1994
459,1454,43924,1,Brazil,BRA,59,58,1,CONMEBOL,1994-04-19,1994
460,1455,43821,68,Korea DPR,PRK,27,28,3,AFC,1994-04-19,1994
461,1456,43839,69,Thailand,THA,26,26,1,AFC,1994-04-19,1994
462,1457,43881,70,Sierra Leone,SLE,25,24,3,CAF,1994-04-19,1994
463,1458,43939,71,Cyprus,CYP,25,26,2,UEFA,1994-04-19,1994
464,1459,43929,72,Peru,PER,24,24,0,CONMEBOL,1994-04-19,1994
465,1460,43904,73,El Salvador,SLV,24,29,10,CONCACAF,1994-04-19,1994
466,1461,43975,74,Yugoslavia,YUG,23,24,0,UEFA,1994-04-19,1994
467,1462,43910,75,Jamaica,JAM,23,23,1,CONCACAF,1994-04-19,1994
468,1463,43836,75,Singapore,SIN,23,23,0,AFC,1994-04-19,1994
469,1464,43875,77,Niger,NIG,22,22,3,CAF,1994-04-19,1994
470,1465,43863,78,Kenya,KEN,22,22,1,CAF,1994-04-19,1994
471,1466,43978,79,New Zealand,NZL,22,22,2,OFC,1994-04-19,1994
472,1467,43959,80,Malta,MLT,21,22,2,UEFA,1994-04-19,1994
473,1468,43868,81,Malawi,MWI,21,25,10,CAF,1994-04-19,1994
474,1469,43808,82,Bahrain,BHR,21,21,0,AFC,1994-04-19,1994
475,1470,43831,83,Oman,OMA,20,20,0,AFC,1994-04-19,1994
476,1471,43827,84,Malaysia,MAS,20,20,0,AFC,1994-04-19,1994
477,1472,43858,67,Gabon,GAB,27,29,6,CAF,1994-04-19,1994
478,1473,43890,66,Zaire,ZAI,27,23,11,CAF,1994-04-19,1994
479,1474,43818,65,Iraq,IRQ,28,28,3,AFC,1994-04-19,1994
480,1475,43861,64,Guinea,GUI,28,29,2,CAF,1994-04-19,1994
481,1476,43925,46,Chile,CHI,34,32,9,CONMEBOL,1994-04-19,1994
482,1477,43923,47,Bolivia,BOL,34,32,9,CONMEBOL,1994-04-19,1994
483,1478,43869,48,Mali,MLI,34,31,9,CAF,1994-04-19,1994
484,1479,43901,49,Costa Rica,CRC,34,33,1,CONCACAF,1994-04-19,1994
485,1480,43812,50,China PR,CHN,33,33,1,AFC,1994-04-19,1994
486,1481,43909,51,Honduras,HON,33,34,4,CONCACAF,1994-04-19,1994
487,1482,43984,52,Israel,ISR,33,32,2,UEFA,1994-04-19,1994
488,1483,43950,53,Hungary,HUN,33,32,1,UEFA,1994-04-19,1994
489,1484,43819,42,Japan,JPN,36,36,3,AFC,1994-04-19,1994
490,1485,44002,54,Slovakia,SVK,32,30,6,UEFA,1994-04-19,1994
491,1486,43840,56,United Arab Emirates,UAE,32,33,6,AFC,1994-04-19,1994
492,1487,43972,57,Turkey,TUR,31,32,6,UEFA,1994-04-19,1994
493,1488,43879,58,Senegal,SEN,31,30,0,CAF,1994-04-19,1994
494,1489,43817,59,IR Iran,IRN,30,30,0,AFC,1994-04-19,1994
495,1490,43834,60,Qatar,QAT,30,32,7,AFC,1994-04-19,1994
496,1491,43928,61,Paraguay,PAR,28,29,3,CONMEBOL,1994-04-19,1994
497,1492,43823,62,Kuwait,KUW,28,28,4,AFC,1994-04-19,1994
498,1493,43995,63,Czech Republic,CZE,28,24,4,UEFA,1994-04-19,1994
499,1494,43899,55,Canada,CAN,32,35,11,CONCACAF,1994-04-19,1994
500,1495,43838,85,Syria,SYR,19,20,0,AFC,1994-04-19,1994
501,1496,43927,45,Ecuador,ECU,34,34,1,CONMEBOL,1994-04-19,1994
502,1497,43884,127,Sudan,SDN,8,8,2,CAF,1994-05-17,1994
503,1498,43977,110,Fiji,FIJ,12,12,2,OFC,1994-05-17,1994
504,1499,43958,111,Luxembourg,LUX,11,11,2,UEFA,1994-05-17,1994
505,1500,43853,112,Congo,CGO,11,12,5,CAF,1994-05-17,1994
506,1501,43943,113,Estonia,EST,11,11,2,UEFA,1994-05-17,1994
507,1502,43829,114,Myanmar,MYA,11,11,2,AFC,1994-05-17,1994
508,1503,43816,115,Indonesia,IDN,11,12,7,AFC,1994-05-17,1994
509,1504,43825,116,Lebanon,LBN,11,11,2,AFC,1994-05-17,1994
510,1505,43857,117,Ethiopia,ETH,11,12,6,CAF,1994-05-17,1994
511,1506,43862,118,Guinea-Bissau,GNB,10,10,1,CAF,1994-05-17,1994
512,1507,43873,119,Mozambique,MOZ,10,10,1,CAF,1994-05-17,1994
513,1508,1882218,120,Antigua and Barbuda,ATG,9,9,1,CONCACAF,1994-05-17,1994
514,1509,43908,121,Haiti,HAI,9,5,15,CONCACAF,1994-05-17,1994
515,1510,43944,122,Faroe Islands,FRO,9,9,2,UEFA,1994-05-17,1994
516,1511,43887,123,Togo,TOG,9,9,0,CAF,1994-05-17,1994
517,1512,43844,124,Angola,ANG,9,9,0,CAF,1994-05-17,1994
518,1513,43837,125,Sri Lanka,SRI,8,8,2,AFC,1994-05-17,1994
519,1514,43830,126,Nepal,NEP,8,8,0,AFC,1994-05-17,1994
520,1515,43848,109,Burundi,BDI,12,12,3,CAF,1994-05-17,1994
521,1516,43859,108,Gambia,GAM,12,12,1,CAF,1994-05-17,1994
522,1517,43814,107,Hong Kong,HKG,12,14,10,AFC,1994-05-17,1994
523,1518,43915,106,Puerto Rico,PUR,12,12,1,CONCACAF,1994-05-17,1994
524,1519,43968,87,Slovenia,SVN,19,11,30,UEFA,1994-05-17,1994
525,1520,43957,88,Lithuania,LTU,18,18,1,UEFA,1994-05-17,1994
526,1521,43827,89,Malaysia,MAS,18,20,5,AFC,1994-05-17,1994
527,1522,43898,90,Bermuda,BER,18,18,4,CONCACAF,1994-05-17,1994
528,1523,43955,91,Latvia,LVA,17,17,3,UEFA,1994-05-17,1994
529,1524,43820,92,Jordan,JOR,17,17,3,AFC,1994-05-17,1994
530,1525,43973,93,Ukraine,UKR,16,16,3,UEFA,1994-05-17,1994
531,1526,43842,94,Yemen,YEM,16,16,3,AFC,1994-05-17,1994
532,1527,43809,128,Bangladesh,BAN,8,9,6,AFC,1994-05-17,1994
533,1528,43931,95,Venezuela,VEN,16,16,2,CONMEBOL,1994-05-17,1994
534,1529,43932,97,Albania,ALB,15,15,3,UEFA,1994-05-17,1994
535,1530,43886,98,Tanzania,TAN,14,14,0,CAF,1994-05-17,1994
536,1531,43896,99,Barbados,BRB,14,14,0,CONCACAF,1994-05-17,1994
537,1532,43885,100,Swaziland,SWZ,13,13,0,CAF,1994-05-17,1994
538,1533,43889,101,Uganda,UGA,13,14,5,CAF,1994-05-17,1994
539,1534,43938,102,Croatia,CRO,13,13,1,UEFA,1994-05-17,1994
540,1535,43847,103,Burkina Faso,BFA,13,13,2,CAF,1994-05-17,1994
541,1536,43815,104,India,IND,13,13,2,AFC,1994-05-17,1994
542,1537,43919,96,Suriname,SUR,15,12,14,CONCACAF,1994-05-17,1994
543,1538,43838,86,Syria,SYR,19,19,1,AFC,1994-05-17,1994
544,1539,43947,129,Georgia,GEO,8,0,27,UEFA,1994-05-17,1994
545,1540,43966,131,San Marino,SMR,7,8,2,UEFA,1994-05-17,1994
546,1541,43810,155,Brunei Darussalam,BRU,2,2,3,AFC,1994-05-17,1994
547,1542,43903,156,Dominican Republic,DOM,1,1,3,CONCACAF,1994-05-17,1994
548,1543,43866,157,Libya,LBY,1,1,3,CAF,1994-05-17,1994
549,1544,43956,158,Liechtenstein,LIE,1,0,2,UEFA,1994-05-17,1994
550,1545,43913,159,Nicaragua,NCA,1,1,4,CONCACAF,1994-05-17,1994
551,1546,43874,160,Namibia,NAM,0,0,3,CAF,1994-05-17,1994
552,1547,43851,161,Central African Republic,CTA,0,0,3,CAF,1994-05-17,1994
553,1548,43880,161,Seychelles,SEY,0,0,3,CAF,1994-05-17,1994
554,1549,43813,163,Chinese Taipei,TPE,0,0,2,AFC,1994-05-17,1994
555,1550,43902,164,Cuba,CUB,0,0,2,CONCACAF,1994-05-17,1994
556,1551,43856,165,Equatorial Guinea,EQG,0,0,2,CAF,1994-05-17,1994
557,1552,43833,166,Philippines,PHI,0,0,2,AFC,1994-05-17,1994
558,1553,43982,167,Vanuatu,VAN,0,0,2,OFC,1994-05-17,1994
559,1554,43894,168,Aruba,ARU,0,0,2,CONCACAF,1994-05-17,1994
560,1555,43852,169,Chad,CHA,0,0,2,CAF,1994-05-17,1994
561,1556,43826,169,Macau,MAC,0,0,2,AFC,1994-05-17,1994
562,1557,43916,169,St. Kitts and Nevis,SKN,0,0,2,CONCACAF,1994-05-17,1994
563,1558,43980,154,Solomon Islands,SOL,2,2,3,OFC,1994-05-17,1994
564,1559,43850,153,Cabo Verde,CPV,2,2,4,CAF,1994-05-17,1994
565,1560,43828,152,Maldives,MDV,2,2,3,AFC,1994-05-17,1994
566,1561,43824,151,Laos,LAO,2,2,3,AFC,1994-05-17,1994
567,1562,43906,132,Guatemala,GUA,7,8,4,CONCACAF,1994-05-17,1994
568,1563,43905,133,Grenada,GRN,7,7,2,CONCACAF,1994-05-17,1994
569,1564,43918,134,St. Vincent / Grenadines,VIN,7,7,2,CONCACAF,1994-05-17,1994
570,1565,43865,135,Liberia,LBR,7,7,2,CAF,1994-05-17,1994
571,1566,43845,137,Benin,BEN,6,6,2,CAF,1994-05-17,1994
572,1567,43871,138,Mauritius,MRI,5,5,1,CAF,1994-05-17,1994
573,1568,43841,139,Vietnam,VIE,5,5,1,AFC,1994-05-17,1994
574,1569,43900,140,Cayman Islands,CAY,4,4,1,CONCACAF,1994-05-17,1994
575,1570,43914,130,Panama,PAN,7,7,0,CONCACAF,1994-05-17,1994
576,1571,43864,141,Lesotho,LES,4,4,1,CAF,1994-05-17,1994
577,1572,43917,143,St. Lucia,LCA,4,4,1,CONCACAF,1994-05-17,1994
578,1573,43907,144,Guyana,GUY,4,4,1,CONCACAF,1994-05-17,1994
579,1574,43832,145,Pakistan,PAK,4,4,1,AFC,1994-05-17,1994
580,1575,43981,146,Tahiti,TAH,4,4,1,OFC,1994-05-17,1994
581,1576,44000,147,North Macedonia,MKD,3,0,0,UEFA,1994-05-17,1994
582,1577,43846,148,Botswana,BOT,3,3,2,CAF,1994-05-17,1994
583,1578,44036,149,Moldova,MDA,3,0,0,UEFA,1994-05-17,1994
584,1579,43870,150,Mauritania,MTN,3,3,3,CAF,1994-05-17,1994
585,1580,43937,142,Belarus,BLR,4,4,1,UEFA,1994-05-17,1994
586,1581,43920,85,Trinidad and Tobago,TRI,20,15,10,CONCACAF,1994-05-17,1994
587,1582,43867,105,Madagascar,MAD,13,13,2,CAF,1994-05-17,1994
588,1583,43836,83,Singapore,SIN,20,23,8,AFC,1994-05-17,1994
589,1584,43808,84,Bahrain,BHR,20,21,2,AFC,1994-05-17,1994
590,1585,43849,24,Cameroon,CMR,46,44,3,CAF,1994-05-17,1994
591,1586,43855,25,Egypt,EGY,45,45,1,CAF,1994-05-17,1994
592,1587,43967,26,Scotland,SCO,44,42,5,UEFA,1994-05-17,1994
593,1588,43962,27,Poland,POL,44,44,1,UEFA,1994-05-17,1994
594,1589,43860,28,Ghana,GHA,44,44,1,CAF,1994-05-17,1994
595,1590,43936,29,Bulgaria,BUL,44,45,4,UEFA,1994-05-17,1994
596,1591,43872,30,Morocco,MAR,44,44,4,CAF,1994-05-17,1994
597,1592,43963,22,Portugal,POR,47,48,0,UEFA,1994-05-17,1994
598,1593,43888,31,Tunisia,TUN,42,43,1,CAF,1994-05-17,1994
599,1594,43952,33,Northern Ireland,NIR,41,39,2,UEFA,1994-05-17,1994
600,1595,43935,34,Belgium,BEL,40,40,1,UEFA,1994-05-17,1994
601,1596,43835,35,Saudi Arabia,KSA,39,39,1,AFC,1994-05-17,1994
602,1597,43974,36,Wales,WAL,39,41,4,UEFA,1994-05-17,1994
603,1598,43822,37,Korea Republic,KOR,37,36,3,AFC,1994-05-17,1994
604,1599,43945,38,Finland,FIN,37,37,1,UEFA,1994-05-17,1994
605,1600,43951,39,Iceland,ISL,37,35,4,UEFA,1994-05-17,1994
606,1601,43925,40,Chile,CHI,37,34,6,CONMEBOL,1994-05-17,1994
607,1602,43949,32,Greece,GRE,41,38,5,UEFA,1994-05-17,1994
608,1603,43934,41,Austria,AUT,36,39,5,UEFA,1994-05-17,1994
609,1604,43854,21,Côte d'Ivoire,CIV,47,48,0,CAF,1994-05-17,1994
610,1605,43891,19,Zambia,ZAM,49,50,0,CAF,1994-05-17,1994
611,1606,43924,1,Brazil,BRA,59,59,0,CONMEBOL,1994-05-17,1994
612,1607,43948,2,Germany,GER,59,59,0,UEFA,1994-05-17,1994
613,1608,43970,3,Sweden,SWE,57,55,6,UEFA,1994-05-17,1994
614,1609,43961,4,Norway,NOR,56,57,1,UEFA,1994-05-17,1994
615,1610,43941,5,Denmark,DEN,55,56,1,UEFA,1994-05-17,1994
616,1611,43922,6,Argentina,ARG,55,54,4,CONMEBOL,1994-05-17,1994
617,1612,43876,7,Nigeria,NGA,55,56,2,CAF,1994-05-17,1994
618,1613,43971,8,Switzerland,SUI,54,56,4,UEFA,1994-05-17,1994
619,1614,43965,20,Russia,RUS,49,52,8,UEFA,1994-05-17,1994
620,1615,43969,9,Spain,ESP,54,55,2,UEFA,1994-05-17,1994
621,1616,43960,11,Netherlands,NED,53,55,3,UEFA,1994-05-17,1994
622,1617,43953,12,Republic of Ireland,IRL,52,51,5,UEFA,1994-05-17,1994
623,1618,43911,13,Mexico,MEX,51,52,0,CONCACAF,1994-05-17,1994
624,1619,43930,14,Uruguay,URU,50,51,3,CONMEBOL,1994-05-17,1994
625,1620,43942,15,England,ENG,50,51,1,UEFA,1994-05-17,1994
626,1621,43954,16,Italy,ITA,50,52,3,UEFA,1994-05-17,1994
627,1622,43946,17,France,FRA,50,51,2,UEFA,1994-05-17,1994
628,1623,43926,18,Colombia,COL,50,49,2,CONMEBOL,1994-05-17,1994
629,1624,43964,10,Romania,ROU,54,53,1,UEFA,1994-05-17,1994
630,1625,43892,42,Zimbabwe,ZIM,36,36,1,CAF,1994-05-17,1994
631,1626,43921,23,USA,USA,46,46,0,CONCACAF,1994-05-17,1994
632,1627,43863,82,Kenya,KEN,20,22,4,CAF,1994-05-17,1994
633,1628,43858,65,Gabon,GAB,26,27,2,CAF,1994-05-17,1994
634,1629,43823,66,Kuwait,KUW,25,28,4,AFC,1994-05-17,1994
635,1630,43839,67,Thailand,THA,24,26,2,AFC,1994-05-17,1994
636,1631,43881,68,Sierra Leone,SLE,24,25,2,CAF,1994-05-17,1994
637,1632,43929,69,Peru,PER,24,24,3,CONMEBOL,1994-05-17,1994
638,1633,43904,70,El Salvador,SLV,23,24,3,CONCACAF,1994-05-17,1994
639,1634,43910,72,Jamaica,JAM,23,23,3,CONCACAF,1994-05-17,1994
640,1635,43821,73,Korea DPR,PRK,23,27,5,AFC,1994-05-17,1994
641,1636,43959,74,Malta,MLT,22,21,6,UEFA,1994-05-17,1994
642,1637,43975,75,Yugoslavia,YUG,22,23,1,UEFA,1994-05-17,1994
643,1638,43939,76,Cyprus,CYP,22,25,5,UEFA,1994-05-17,1994
644,1639,43978,77,New Zealand,NZL,21,22,2,OFC,1994-05-17,1994
645,1640,43883,78,South Africa,RSA,21,16,14,CAF,1994-05-17,1994
646,1641,43831,79,Oman,OMA,21,20,4,AFC,1994-05-17,1994
647,1642,43868,80,Malawi,MWI,21,21,1,CAF,1994-05-17,1994
648,1643,43875,81,Niger,NIG,21,22,4,CAF,1994-05-17,1994
649,1644,43923,43,Bolivia,BOL,35,34,4,CONMEBOL,1994-05-17,1994
650,1645,43890,64,Zaire,ZAI,26,27,2,CAF,1994-05-17,1994
651,1646,43840,63,United Arab Emirates,UAE,26,32,7,AFC,1994-05-17,1994
652,1647,43834,71,Qatar,QAT,23,30,11,AFC,1994-05-17,1994
653,1648,43818,61,Iraq,IRQ,28,28,4,AFC,1994-05-17,1994
654,1649,43861,62,Guinea,GUI,26,28,2,CAF,1994-05-17,1994
655,1650,44002,45,Slovakia,SVK,34,32,9,UEFA,1994-05-17,1994
656,1651,43843,46,Algeria,ALG,34,37,8,CAF,1994-05-17,1994
657,1652,43927,47,Ecuador,ECU,34,34,2,CONMEBOL,1994-05-17,1994
658,1653,43869,48,Mali,MLI,34,34,0,CAF,1994-05-17,1994
659,1654,43950,49,Hungary,HUN,34,33,4,UEFA,1994-05-17,1994
660,1655,43901,50,Costa Rica,CRC,34,34,1,CONCACAF,1994-05-17,1994
661,1656,43909,51,Honduras,HON,33,33,0,CONCACAF,1994-05-17,1994
662,1657,43984,52,Israel,ISR,33,33,0,UEFA,1994-05-17,1994
663,1658,43976,44,Australia,AUS,35,35,0,AFC,1994-05-17,1994
664,1659,43819,54,Japan,JPN,32,36,12,AFC,1994-05-17,1994
665,1660,43879,55,Senegal,SEN,31,31,3,CAF,1994-05-17,1994
666,1661,43972,56,Turkey,TUR,31,31,1,UEFA,1994-05-17,1994
667,1662,43817,57,IR Iran,IRN,30,30,2,AFC,1994-05-17,1994
668,1663,43899,58,Canada,CAN,29,32,3,CONCACAF,1994-05-17,1994
669,1664,43995,59,Czech Republic,CZE,28,28,4,UEFA,1994-05-17,1994
670,1665,43928,60,Paraguay,PAR,28,28,1,CONMEBOL,1994-05-17,1994
671,1666,43812,53,China PR,CHN,33,33,3,AFC,1994-05-17,1994
672,1667,43958,117,Luxembourg,LUX,10,11,6,UEFA,1994-06-14,1994
673,1668,43862,116,Guinea-Bissau,GNB,10,10,2,CAF,1994-06-14,1994
674,1669,43829,115,Myanmar,MYA,10,11,1,AFC,1994-06-14,1994
675,1670,43943,112,Estonia,EST,12,11,1,UEFA,1994-06-14,1994
676,1671,43853,113,Congo,CGO,11,11,1,CAF,1994-06-14,1994
677,1672,44000,118,North Macedonia,MKD,10,3,29,UEFA,1994-06-14,1994
678,1673,43848,111,Burundi,BDI,12,12,2,CAF,1994-06-14,1994
679,1674,43857,114,Ethiopia,ETH,11,11,3,CAF,1994-06-14,1994
680,1675,43825,119,Lebanon,LBN,10,11,3,AFC,1994-06-14,1994
681,1676,43887,123,Togo,TOG,9,9,0,CAF,1994-06-14,1994
682,1677,1882218,121,Antigua and Barbuda,ATG,9,9,1,CONCACAF,1994-06-14,1994
683,1678,43908,122,Haiti,HAI,9,9,1,CONCACAF,1994-06-14,1994
684,1679,43844,124,Angola,ANG,9,9,0,CAF,1994-06-14,1994
